1.0000000000009487e-16,1.0,1.0000000000009487e-16
0.2000000000000007,0.49999999999998446,0.3000000000000147
0.1599999999896995,0.4300000000366807,0.4099999999736198
0.13399999655261893,0.3930000156421965,0.4729999878051845
0.11880000209423336,0.37150000331370886,0.5096999945920578
0.10994000129101733,0.3589700018318095,0.5310899968771732
0.10477600075366769,0.3516670010659546,0.5435569981803777
0.1017662004392913,0.34741050062125983,0.5508232989394489
0.10001196025604064,0.34492963036209995,0.5550584093818595
0.09898951414923386,0.34348367321105117,0.557526812639715
